Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	DNA replication	3/36	0.0007681770335999374	0.1037038995359915	0	0	18.619493908153704	133.5295206771706	PCNA;RNASEH2A;RFC2
KEGG_2021_Human	Mismatch repair	2/23	0.0058476195920622	0.3061264400645299	0	0	19.318756073858115	99.33164622370634	PCNA;RFC2
KEGG_2021_Human	Cellular senescence	4/156	0.0078255501300496	0.3061264400645299	0	0	5.413377192982456	26.25683491903793	CCNB1;MYBL2;FOXM1;ZFP36L2
KEGG_2021_Human	Th1 and Th2 cell differentiation	3/92	0.0110454740818408	0.3061264400645299	0	0	6.884397080968377	31.019265579000628	IL4R;MAML2;RUNX3
KEGG_2021_Human	Progesterone-mediated oocyte maturation	3/100	0.0138217578324637	0.3061264400645299	0	0	6.314061005420342	27.03372337884673	CCNB1;PLK1;AURKA
KEGG_2021_Human	Pathways in cancer	7/531	0.0172012454464565	0.3061264400645299	0	0	2.7832225231880487	11.30760267870922	IL4R;PTCH1;PTCH2;LAMA3;AGTR1;MET;EGFR
KEGG_2021_Human	Proteoglycans in cancer	4/205	0.0195940449648719	0.3061264400645299	0	0	4.083540630182421	16.05864434886333	HPSE2;PTCH1;MET;EGFR
KEGG_2021_Human	Nucleotide excision repair	2/47	0.0231205576171507	0.3061264400645299	0	0	9.004535147392291	33.92038210413699	PCNA;RFC2
KEGG_2021_Human	Cell cycle	3/124	0.0243385983169026	0.3061264400645299	0	0	5.055550822186248	18.78486863700217	CCNB1;PCNA;PLK1
KEGG_2021_Human	Oocyte meiosis	3/129	0.0269470472113718	0.3061264400645299	0	0	4.853706431026018	17.540720135105115	CCNB1;PLK1;AURKA
KEGG_2021_Human	FoxO signaling pathway	3/131	0.0280307213331602	0.3061264400645299	0	0	4.777384020618556	17.076540281059767	CCNB1;PLK1;EGFR
KEGG_2021_Human	Hedgehog signaling pathway	2/56	0.0319994177727201	0.3061264400645299	0	0	7.500377928949358	25.81658262777106	PTCH1;PTCH2
KEGG_2021_Human	Calcium signaling pathway	4/240	0.0324409620221395	0.3061264400645299	0	0	3.4717514124293785	11.902321305484534	GNAL;AGTR1;MET;EGFR
KEGG_2021_Human	Riboflavin metabolism	1/8	0.0393135041520565	0.3061264400645299	0	0	28.705627705627705	92.8967850071638	FLAD1
KEGG_2021_Human	Basal cell carcinoma	2/63	0.0396819029137973	0.3061264400645299	0	0	6.637336901973904	21.417757229084128	PTCH1;PTCH2
KEGG_2021_Human	JAK-STAT signaling pathway	3/162	0.0477283097674535	0.3061264400645299	0	0	3.839914413538222	11.681904980352178	IL4R;LIFR;EGFR
KEGG_2021_Human	Central carbon metabolism in cancer	2/70	0.0479847867745847	0.3061264400645299	0	0	5.951980792316927	18.075399411278084	MET;EGFR
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	2/70	0.0479847867745847	0.3061264400645299	0	0	5.951980792316927	18.075399411278084	MET;EGFR
KEGG_2021_Human	Synthesis and degradation of ketone bodies	1/10	0.0489003911418304	0.3061264400645299	0	0	22.32435465768799	67.37423003045056	BDH2
KEGG_2021_Human	Adherens junction	2/71	0.0492185490137595	0.3061264400645299	0	0	5.865424430641822	17.663636014354466	MET;EGFR
