Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2019_Human	Hedgehog Signaling Pathway WP47	1/16	0.0158863378646896	0.102943077038332	0	0	70.05263157894737	290.1787210723924	PTCH2
WikiPathways_2019_Human	Focal Adhesion WP306	2/198	0.0164794513521832	0.102943077038332	0	0	11.215419501133788	46.04648666084015	LAMA3;MET
WikiPathways_2019_Human	ACE Inhibitor Pathway WP554	1/17	0.0168712348172723	0.102943077038332	0	0	65.67105263157895	268.0787715603985	NR3C2
WikiPathways_2019_Human	Overview of nanoparticle effects WP3287	1/19	0.0188382206720142	0.102943077038332	0	0	58.36842105263158	231.8316321803268	LAMA3
WikiPathways_2019_Human	Canonical  and Non-canonical Notch signaling WP3845	1/27	0.0266688455361458	0.102943077038332	0	0	40.392712550607285	146.39366123411943	MAML2
WikiPathways_2019_Human	Extracellular vesicle-mediated signaling in recipient cells WP2870	1/30	0.0295899955032417	0.102943077038332	0	0	36.2087114337568	127.46621354176987	MET
WikiPathways_2019_Human	Alpha 6 Beta 4 signaling pathway WP244	1/33	0.0325028162269628	0.102943077038332	0	0	32.80921052631579	112.41841533087528	LAMA3
WikiPathways_2019_Human	Signaling of Hepatocyte Growth Factor Receptor WP313	1/34	0.0334719094011011	0.102943077038332	0	0	31.8133971291866	108.07165990908112	MET
WikiPathways_2019_Human	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932	2/303	0.0363213794566915	0.102943077038332	0	0	7.264304171280916	24.083701719984436	LAMA3;MET
WikiPathways_2019_Human	Striated Muscle Contraction Pathway WP383	1/38	0.0373390688738262	0.102943077038332	0	0	28.36842105263158	93.26728562261796	DMD
WikiPathways_2019_Human	ATM Signaling Pathway WP2516	1/40	0.039267132268101	0.102943077038332	0	0	26.910931174089068	87.12057233834933	CCNB1
WikiPathways_2019_Human	Hedgehog Signaling Pathway WP4249	1/44	0.0431122594296053	0.102943077038332	0	0	24.402692778457773	76.72079424655034	PTCH2
WikiPathways_2019_Human	PI3K-Akt Signaling Pathway WP4172	2/340	0.0447581065560287	0.102943077038332	0	0	6.456936226166995	20.058360672404792	LAMA3;MET
WikiPathways_2019_Human	TGF-beta Receptor Signaling WP560	1/54	0.0526612202157059	0.102943077038332	0	0	19.788480635551142	58.25483230121243	RUNX3
WikiPathways_2019_Human	Preimplantation Embryo WP3527	1/58	0.0564553994621354	0.102943077038332	0	0	18.39612188365651	52.87605301742885	NR3C2
WikiPathways_2019_Human	MET in type 1 papillary renal cell carcinoma WP4205	1/59	0.0574016861834188	0.102943077038332	0	0	18.07803992740472	51.661282065881295	MET
WikiPathways_2019_Human	Notch Signaling Pathway WP61	1/61	0.0592915555925576	0.102943077038332	0	0	17.473684210526315	49.3681970360476	MAML2
WikiPathways_2019_Human	TYROBP Causal Network WP3945	1/61	0.0592915555925576	0.102943077038332	0	0	17.473684210526315	49.3681970360476	RUNX3
WikiPathways_2019_Human	G1 to S cell cycle control WP45	1/64	0.0621196118687717	0.102943077038332	0	0	16.639097744360903	46.23495322747936	CCNB1
WikiPathways_2019_Human	Endochondral Ossification WP474	1/64	0.0621196118687717	0.102943077038332	0	0	16.639097744360903	46.23495322747936	RUNX3
WikiPathways_2019_Human	Pathways Affected in Adenoid Cystic Carcinoma WP3651	1/65	0.0630605011079274	0.102943077038332	0	0	16.37828947368421	45.26403459739593	NFIB
WikiPathways_2019_Human	DNA Damage Response WP707	1/68	0.0658777916264093	0.102943077038332	0	0	15.642576590730558	42.54708713186295	CCNB1
